category,Business Name,phone,address,website,member_since,Status
employment-&-staffing,Manpower,,"50 Main Street Suite 1415, White Plains, NY 10606",https://www.manpower.com/,Member Since: 2023,Processed
energy,Accord Power,,"130-30 31st Avenue #707, Flushing, NY 11354",https://www.accordpower.com/,Member Since: 2023,Processed
energy,Catalyst Power,(888) 789-7250,"600 Franklin Ave Unit 268, Garden City, NY 11530",https://catalystpower.com/,Member Since: 2025,Processed
energy,Catalyze,(516) 650-6768,"287 BOWMAN AVE STE 203, PURCHASE, NY 10577-2517",https://www.catalyze.com/,Member Since: 2025,Processed
energy,Clean Path NY Forward Power,,Clean Path NY Forward Power,https://www.cleanpathny.com/,Member Since: 2023,Processed
energy,DaisyChain Energy,(917) 715-8858,"19 Morris Avenue, Brooklyn, NY 11205",https://daisychain.energy/,Member Since: 2025,Processed
energy,Enbridge US INC,,,https://www.enbridge.com/,Member Since: 2023,Processed
energy,"Green Lane Partners, LLC",,"18 Shady Glen Court, New Rochelle, NY 10805",https://www.greenlnpartners.com/,Member Since: 2025,Processed
energy,Holtec International,,,https://www.holtecinternational.com/,Member Since: 2021,Processed
energy,New York Power Authority (NYPA),,New York Power Authority (NYPA),https://www.nypa.gov/,Member Since: 2021,Processed
energy,New York Transco LLC,New York Transco (NY Transco) is a New York developer of electric transmission facilities with a mission to safely and efficiently deliver innovative electric transmission solutions that advance clean energy to best serve New York customers.,"1 Hudson City Center Suite 300, Hudson, NY 12534",https://www.nytransco.com/,Member Since: 2023,Processed
energy,NuEnergen LLC,,"10 Bank Street Suite 600, White Plains, NY 10606",https://www.nuenergen.com/,Member Since: 2018,Processed
energy,onCORE Origination,,"690 Saratoga Road Ste 173, Burnt Hills, NY 12029",https://www.oncoreorig.com/,Member Since: 2025,Processed
energy,Opterra Energy,(845) 544-9217,"1130 East Mombasha Road, Monroe, NY 10950",https://www.opterraenergy.com/,Member Since: 2025,Processed
energy,Outlast Power,(917) 409-7166,"418 Broadway STE R, Albany, NY 12207",https://www.outlastpower.com/,Member Since: 2025,Processed
energy,PARACO Gas Corp.,(914) 250-3790,"800 Westchester Avenue Suite S-604, Rye Brook, NY 10573",https://www.paracogas.com/,Member Since: 2015,Processed
energy,Solect Energy,,,https://www.solect.com/,Member Since: 2024,Processed
energy,Sprague Energy,,"4 New King Street Suite 130, White Plains, NY 10604",https://www.spragueenergy.com/,Member Since: 2025,Processed
energy,Sustainable Westchester,(914) 242-4725,"40 Green Street, Mount Kisco, NY 10549",https://www.sustainablewestchester.org/,Member Since: 2017,Processed
energy,Varta Microbattery,(914) 592-2500,"555 Theodore Fremd Ave Suite C304, Rye, NY 10580",https://www.varta-ag.com/us,Member Since: 2013,Processed
energy,E2/Natural Resources Defense Council,,"40 West 20th Street, New York, NY 10011",,,Processed
energy-management,"Miller Proctor Nickolas, Inc.",,"2 Hudson Street, Sleepy Hollow, NY 10591",https://www.mpnboilers.com/,Member Since: 2024,Processed
energy-management,New York Power Authority (NYPA),,New York Power Authority (NYPA),https://www.nypa.gov/,Member Since: 2021,Processed
energy-management,NuEnergen LLC,,"10 Bank Street Suite 600, White Plains, NY 10606",https://www.nuenergen.com/,Member Since: 2018,Processed
energy-management,Robison,(914) 345-5700,"One Gateway Plaza 4th Floor , Port Chester , NY 10523",https://www.robisonoil.com/,Member Since: 2004,Processed
energy-management,Senergy,(347) 539-6021,"240 Rumsey Road, Yonkers, NY 10705",https://www.senergyai.com/,Member Since: 2025,Processed
energy-management,Sprocket Power,,"2 Depot Plaza, Bedford Hills, NY 10536",https://www.sprocketpower.com/,Member Since: 2023,Processed
energy-management,Thompson Partners LLC,,"10 Thompson Place, Larchmont, NY 10538",https://www.tprea.com/,Member Since: 2013,Processed
energy-management,Bright Energy Services,,"75 South Broadway 4th Floor, White Plains, NY 10601",https://www.brightenergyservices.com/,Member Since: 2015,Processed
energy-management,"Bruni & Campisi Plumbing - Heating - Air Conditioning, Inc.",,"100 Grasslands rd., Elmsford, NY 10523",https://www.bruniandcampisi.com/,Member Since: 2022,Processed
engineering-,Collado Engineering DPC,,"445 Hamilton Ave , Suite 608, White Plains, NY 10601",https://www.collado-eng.com/,Member Since: 2024,Processed
engineering-,DynamixE,,"Rye, NY 10580",,Member Since: 2024,Processed
engineering-,"Haley & Aldrich, Inc.",,"81 Main Street Suite 201, White Plains, NY 10601",https://www.haleyaldrich.com/,Member Since: 2025,Processed
engineering-,"LGI Forensic Engineering, P.C.",,"7 Reservoir Road, North White Plains, NY 10603",https://www.lgiforensic.com/,Member Since: 2016,Processed
engineering-,"Miller Proctor Nickolas, Inc.",,"2 Hudson Street, Sleepy Hollow, NY 10591",https://www.mpnboilers.com/,Member Since: 2024,Processed
engineering-,PS&S,,"One Larking Plaza 2nd Floor, Yonkers, NY 10701",https://www.psands.com/,Member Since: 2022,Processed
engineering-,SESI Consulting Engineers,,,https://www.sesi.org/,Member Since: 2023,Processed
engineering-,"Thermal Systems Associates, Inc.",,"357 Huguenot Street, New Rochelle, NY 10801",https://www.thermalsa.com/,Member Since: 2023,Processed
engineering-,"Industrial Innovations and Solutions, LLC",,"57 Rolling Ridge Drive, Goshen, NY 10924",https://www.ininso.co/,Member Since: 2024,Processed
entertainment,Dave & Busters Pelham Manor,,"881 Pelham Parkway, Pelham Manor, NY 10803",https://www.daveandbusters.com/us/en/about/locations/pelham-manor,Member Since: 2023,Processed
entertainment,Dave & Busters West Nyack-Palisades,,"4661 Palisades Center Dr., West Nyack, NY 10994",https://www.daveandbusters.com/us/en/about/locations/west-nyack,Member Since: 2023,Processed
entertainment,Empire City Casino by MGM Resorts,(914) 457-2431,"810 Yonkers Avenue, Yonkers, NY 10704",https://www.empirecitycasino.com/,Member Since: 2011,Processed
entertainment,Great Point Studios,,"29 Wells Avenue, Yonkers, NY 10701",https://www.greatpointstudios.com/,Member Since: 2022,Processed
entertainment,Just Party Events,(800) 269-2536,"17 Cambridge street, Valhalla, NY 10595",https://www.justpartyevents.com/,Member Since: 2025,Processed
entertainment,The Picture House Regional Film Center,,"175 Wolfs Lane, Pelham, NY 10803",https://www.thepicturehouse.org/,Member Since: 2015,Processed
entertainment,Danbury Diesel,,,https://www.danburydiesel.com/,,Processed
entertainment,Gemstarr Entertainment LLC,,"455 Tarrytown Road, White Plains, NY 10607",https://www.gemstarrent.com/,Member Since: 2023,Processed
environmental-services,Cole Schotz P.C.,(646) 563-8945,,https://www.coleschotz.com/,Member Since: 2025,Processed
environmental-services,"Haley & Aldrich, Inc.",,"81 Main Street Suite 201, White Plains, NY 10601",https://www.haleyaldrich.com/,Member Since: 2025,Processed
esco-provider,Approved Oil Company,,"6717 Fourth Avenue, Brooklyn, NY 11220",https://www.approvedoil.com/,Member Since: 2023,Processed
event-planning-planners,C&E Event Productions,(518) 231-8446,"71 Charter Circle 6A, Ossining, NY 10562",https://www.ce-eventproductions.com/,Member Since: 2024,Processed
event-planning-planners,ClusterFest Events,,"86 Halstead Avenue, Port Chester, NY 10573",https://www.clusterfestevents.com/,Member Since: 2017,Processed
event-planning-planners,DeCicco & Sons,,"43 Fifth Ave, Pelham, NY 10803",https://www.deciccoandsons.com/,Member Since: 2017,Processed
event-planning-planners,DNK Floral & Events,,"199 Main Street Suite 201, White Plains, NY 10601",https://www.dnkevents.com/,Member Since: 2024,Processed
event-planning-planners,ESP Creative,,"25 Nepperhan Avenue, Elmsford, NY 10523",https://www.espcreative.co/,Member Since: 2024,Processed
event-planning-planners,Events To Remember + PR To Remember,,"100 Clarewood Drive Unit 3J, Hastings on Hudson, NY 10706",https://www.eventsremember.com/,Member Since: 2018,Processed
event-planning-planners,"The Signature Society, Inc.",,"P.O. Box 1495, New Rochelle, NY 10802",https://www.thesignaturesociety.com/,Member Since: 2019,Processed
event-planning-planners,Gemstarr Entertainment LLC,,"455 Tarrytown Road, White Plains, NY 10607",https://www.gemstarrent.com/,Member Since: 2023,Processed
event-planning-planners,"Hospitality Resource Group, Inc. (HRG)",(914) 761-7111,"237 Mamaroneck Avenue # 201, White Plains, NY 10605",https://www.hrginc.net/,Member Since: 2004,Processed
event-planning-planners,Party Line Rentals,,"1 Nepperhan Avenue, Elmsford, NY 10523",https://www.partylinerentals.com/,Member Since: 2019,Processed
event-venues,Hotel NoMa/NoMa Social,(914) 576-3700,"1 Radisson Plaza, New Rochelle, NY 10801",https://www.radissonnewrochelle.com/,Member Since: 2012,Processed
event-venues,iFLY,(914) 510-2341,"849 Ridge Hill Boulevard, Yonkers, NY 10710",https://www.iflyworld.com/westchester/,Member Since: 2025,Processed
event-venues,Kanopi,,"1 Renaissance Square 42nd Floor, White Plains, NY 10601-3000",https://www.kanopievents.com/,Member Since: 2017,Processed
event-venues,"Louis V. Gerstner, Jr. Center for Learning - IBM",,"20 Old Post Road, Armonk, NY 10504",https://www.louisvgerstnerjrcenterforlearning.com/,Member Since: 2023,Processed
event-venues,The Briarcliff Manor,,"25 Studio Hill Road, Briarcliff Manor, NY 10510",https://www.thebriarcliffmanor.com/,Member Since: 2015,Processed
event-venues,The Capitol Theatre,,"149 Westchester Ave, Port Chester, NY 10573",https://www.thecapitoltheatre.com/,Member Since: 2023,Processed
event-venues,The Opus Westchester,(914) 946-5500,"Three Renaissance Square, White Plains, NY 10601",https://www.theopuswestchester.com/,Member Since: 2007,Processed
event-venues,The Surf Club On The Sound,,"280 Davenport Avenue The Surf Club, New Rochelle, NY 10805",https://www.thesurfclubonthesound.com/,Member Since: 2019,Processed
event-venues,Tiki Beach Pier Restaurant,,"1 Playland Parkway, Rye, NY 10580",https://www.tikibeachrye.com/,Member Since: 2024,Processed
event-venues,VIP Country Club,,"600 Davenport Avenue, New Rochelle, NY 10805",https://www.vipcountryclub.com/,Member Since: 2017,Processed
event-venues,Windrose on Hudson,(914) 944-2160,"1 Shady Lane Farm Road, Ossining, NY 10592",https://www.windroseonhudson.com/,Member Since: 2024,Processed
event-venues,Zwilling Cooking Studio,,"270 Marble Avenue, Pleasantville, NY 10570",https://www.zwillingcookingstudio.com/,Member Since: 2024,Processed
event-venues,B Social Events,,"14-20 Willett Ave, Port Chester, NY 10573",https://www.bsocialeventspace.com/,Member Since: 2024,Processed
event-venues,Glen Island Harbour Club,(914) 636-6500,"50 Glen Island Park, New Rochelle, NY 10805",https://www.gi-hc.com/,Member Since: 2001,Processed
event-venues,Hotel MTK - Roedel Companies,,"1 Pat Reilly Way, Mount Kisco, NY 10549",https://www.hilton.com/en/hotels/lgamkup,Member Since: 2022,Processed
event-venues,HudCo,,"145 Palisade Street Suite 200, Dobbs Ferry, NY 10522",https://www.hudco.co/,Member Since: 2019,Processed
event-venues,Ice Cream Emergency Westchester,,"201 Montross Rd, Yorktown Heights, NY 10598",https://www.icecreamemergency.com/,Member Since: 2022,Processed
event-venues,Mansion on Broadway,,"139 North Broadway, North White Plains, NY 10603",https://www.mansiononbroadway.com/,,Processed
excavation,Recon Construction Corp.,,,https://www.reconconstructionco.com/,Member Since: 2024,Processed
excavation,Tompkins Excavating,,"27 Morrissey Drive, Putnam Valley, NY 10579",https://www.tompkinsexcavating.com/,Member Since: 2013,Processed
executive-search-firms,"Career Techniques, Inc. (CTECH)",,"98 Old Lyme Road, Chappaqua, NY 10514",https://www.ctechny.com/,Member Since: 2025,Processed
executive-search-firms,StevenDouglas,,,https://www.stevendouglas.com/,Member Since: 2013,Processed
executive-search-firms,The Find Partners,,"62 Marlborough Road, Briarcliff Manor, NY 10510",https://www.thefindpartners.com/,Member Since: 2024,Processed
executive-search-firms,Harris Rand Lusk,,"260 Madison Avenue 15th Floor, New York, NY 10016",https://www.harrisrand.com/,Member Since: 2016,Processed
export-management,Dorian Drake International,(914) 640-1512,"2 Westchester Park Drive, White Plains, NY 10604",https://www.doriandrake.com/,Member Since: 2006,Processed
exterminators-pest-control,First Response Exterminating LLC,,"245 Hooker Place, Staten Island, NY 10303",https://www.frpest.com/,Member Since: 2025,Processed
exterminators-pest-control,"JP McHale Pest Management, LLC",,"241 Bleakley Avenue, Buchanan, NY 10511",https://www.nopests.com/,Member Since: 2015,Processed
film-studios,Good For You Productions,,"1000 N Division St Suite 11E, Peekskill, NY 10566",https://www.itisgoodforyou.com/,Member Since: 2023,Processed
film-studios,Great Point Studios,,"29 Wells Avenue, Yonkers, NY 10701",https://www.greatpointstudios.com/,Member Since: 2022,Processed
financial-advisors,Merrill Lynch Wealth Management,,"360 Hamilton Avenue 8th Floor, White Plains, NY 10601",https://www.local.ml.com/WHITE_PLAINS/,Member Since: 2019,Processed
financial-advisors,"Altium Wealth, LLC",(914) 777-2500,"2500 Westchester Avenue Suite 210, Purchase, NY 10577",https://www.altiumwealth.com/,Member Since: 2010,Processed
financial-advisors,BRIX Partners,,"565 Taxter Road Suite 625, Elmsford, NY 10523",https://www.brixpartners.com/,Member Since: 2024,Processed
financial-advisors,Cannataro Family Capital Partners,(646) 366-6571,"300 Madison Avenue Suite 2500, New York, NY 10017",https://www.cfcp.nm.com/,Member Since: 2024,Processed
financial-advisors,Edward Jones-Andrea Williamson,,"200 Business Park Drive Suite 107, Armonk, NY 10504",https://www.edwardjones.com/andrea-williamson2,Member Since: 2025,Processed
financial-advisors,Fifth Third Wealth Advisors,"Fifth Third Wealth Advisors LLC (FTWA) is an RIA firm and wholly-owned subsidiary of Fifth Third Bank, National Association. FTWA offers investment management and financial planning services to individuals, families, and business owners.","580 White Plains Road Suite 210, Tarrytown, NY 10591",https://www.ftwa.com/,Member Since: 2023,Processed
financial-advisors,Forest Hills Financial Group - Hector Rivera,,"535 5th Avenue Floor 13, New York, NY 10017",https://www.fhfg.com/,Member Since: 2024,Processed
financial-advisors,Fortis Lux Financial,,"120 White Plains Rd, Tarrytown, NY 10591",https://www.financialprofessionals.massmutual.com/david-j-polson,Member Since: 2025,Processed
financial-advisors,FSC Wealth Advisors LLC,,"1 Summit Court, Fishkill, NY 12524",https://www.fscwealthadvisors.com/,Member Since: 2024,Processed
financial-advisors,Hightower Westchester,,"400 Mamaroneck Avenue Suite 506, Harrison, NY 10528",https://www.hightowerwestchester.com/,Member Since: 2023,Processed
financial-advisors,I.M. Financial,,,https://www.im-financial.com/,Member Since: 2024,Processed
financial-advisors,IMA Financial Group,(914) 376-2200,"500 Mamaroneck Avenue Suite 220, Harrison, NY 10528",https://yorkintl.com/,Member Since: 2009,Processed
financial-advisors,JPMorgan Chase Bank,(914) 461-1197,"925 Westchester Avenue 3rd Floor, White Plains, NY 10604",https://www.jpmorgan.com/commercial-banking,Member Since: 1937,Processed
financial-advisors,Paradigm Wealth,(914) 801-7800,"427 Bedford Rd Suite 210, Pleasantville, NY 10570",https://www.ameripriseadvisors.com/danielle.j.guilderson/,Member Since: 2024,Processed
financial-advisors,Parallel Advisors,(914) 236-8214,,https://www.paralleladvisors.com/,Member Since: 2025,Processed
financial-advisors,Rise Private Wealth Management (formerly Pell Wealth Partners),,"800 Westchester Avenue Suite 300, Rye Brook, NY 10573",https://www.risepwm.com/,Member Since: 2014,Processed
financial-advisors,Seven Bridges Wealth Advisors,,"50 Main Street Suite 1560, White Plains, NY 10606",https://www.sevenbridgeswealthadvisors.com/,Member Since: 2024,Processed
financial-advisors,Strategies for Wealth,(914) 288-8800,"800 Westchester Avenue N409, Rye Brook, NY 10573",https://www.strategiesforwealth.com/,Member Since: 2007,Processed
financial-advisors,Sykon Capital,,"500 Mamaroneck Ave Suite 435, Harrison, NY 10528",https://www.sykoncapital.com/,Member Since: 2023,Processed
financial-advisors,UBS Financial - Sam Giliberti,(914) 287-6068,"3 Manhattanville Road Suite 210, Purchase , NY 10577",,Member Since: 2024,Processed
financial-services-,"Altium Wealth, LLC",(914) 777-2500,"2500 Westchester Avenue Suite 210, Purchase, NY 10577",https://www.altiumwealth.com/,Member Since: 2010,Processed
financial-services-,Bank of America,,"360 Hamilton Avenue 2nd Floor, White Plains, NY 10601",https://www.bankofamerica.com/,Member Since: 2013,Processed
financial-services-,Forest Hills Financial Group - Hector Rivera,,"535 5th Avenue Floor 13, New York, NY 10017",https://www.fhfg.com/,Member Since: 2024,Processed
financial-services-,Graber Agency,,,https://www.graberagency.com/,Member Since: 2024,Processed
financial-services-,Hightower Westchester,,"400 Mamaroneck Avenue Suite 506, Harrison, NY 10528",https://www.hightowerwestchester.com/,Member Since: 2023,Processed
financial-services-,Hybridge Management,(914) 621-1171,"18 Purchase Hills Drive, Purchase, NY 10577",,Member Since: 2025,Processed
financial-services-,I.M. Financial,,,https://www.im-financial.com/,Member Since: 2024,Processed
financial-services-,JPMorgan Chase Bank,(914) 461-1197,"925 Westchester Avenue 3rd Floor, White Plains, NY 10604",https://www.jpmorgan.com/commercial-banking,Member Since: 1937,Processed
financial-services-,KeyBank,,"1301 Avenue of the Americas 35th Floor, New York, NY 10019",https://www.keybank.com/,Member Since: 1975,Processed
financial-services-,M&T Bank,(914) 366-8567,"120 White Plains Road Suite 300, Tarrytown, NY 10591",https://www.mtb.com/,Member Since: 1992,Processed
financial-services-,Mastercard,(914) 249-2000,"2000 Purchase Street, Purchase, NY 10577",https://www.mastercard.com/,Member Since: 2003,Processed
financial-services-,PCSB Bank,,"2651 Strang Blvd Suite 100, Yorktown Heights, NY 10598",https://www.pcsb.com/,Member Since: 2007,Processed
financial-services-,Peapack Private - A Division of Peapack-Gladstone Bank,,"800 Westchester Ave Suite N-641, Rye Brook, NY 10573",https://www.peapackprivate.com/,Member Since: 2004,Processed
financial-services-,Rise Private Wealth Management (formerly Pell Wealth Partners),,"800 Westchester Avenue Suite 300, Rye Brook, NY 10573",https://www.risepwm.com/,Member Since: 2014,Processed
financial-services-,Rock East Funding,,"520 White Plains Road Suite 500, Tarrytown, NY 10591",https://www.rockeastfunding.com/,Member Since: 2019,Processed
financial-services-,"State Farm-Corey A Anthony Agency, LLC",,"579 Gramatan Avenue, Mount Vernon, NY 10552",https://www.coreyanthony.com/,Member Since: 2025,Processed
financial-services-,Strategies for Wealth,(914) 288-8800,"800 Westchester Avenue N409, Rye Brook, NY 10573",https://www.strategiesforwealth.com/,Member Since: 2007,Processed
financial-services-,TD Bank,(914) 428-3526,"1133 Westchester Avenue Suite N-324, White Plains, NY 10604",https://www.tdbank.com/,Member Since: 2003,Processed
financial-services-,The First Bank of Greenwich,,"500 Westchester Avenue , Port Chester , NY 10573",https://www.greenwichfirst.com/,Member Since: 2018,Processed
financial-services-,Tompkins Community Bank,(845) 278-1054,"1441 Route 22, Brewster, NY 10509",https://www.tompkinsbank.com/,Member Since: 2005,Processed
fire-&-water,RENU Contracting & Restoration,(914) 393-6565,"20 30th Street, Copiague, NY 11726",https://www.rmny.com/,Member Since: 2024,Processed
fire-&-water,"Veolia Water New York, Inc.",,"2525 Palmer Avenue, New Rochelle, NY 10801",https://mywater.veolia.us/,Member Since: 2024,Processed
fire-&-water,"Westfair Restoration Services, Inc.",,"34 First Street, New Rochelle, NY 10801",https://www.westfairrestoration.com/,Member Since: 2022,Processed
fire-&-water,"All Pro Cleaning & Restoration, a Belfor Company",(914) 592-2849,"75 Virginia Road, North White Plains, NY 10603",https://www.allprorestoration.com/,Member Since: 2003,Processed
fire-&-water,National Fire Safety,,"213 Washington Street, Mount Vernon, NY 10553",https://www.nationalfiresafetypro.com/,Member Since: 2024,Processed
first-aid-courses,Breathe CPR Courses,,"129 Halstead Ave. Suite 203, Mamaroneck, NY 10543",https://www.breathecpr.org/,,Processed
flooring,Coastal Flooring Solutions Corp.,,"800 Central Park Ave. Suite 201, Scarsdale, NY 10583",https://www.coastalflooringsolutions.com/,Member Since: 2019,Processed
florists,Damselfly Global LLC,(914) 533-6500,"52 Virginia Road, White Plains, NY 10603",https://damselflyfloralsandevents.com/,Member Since: 2025,Processed
florists,DeCicco & Sons,,"43 Fifth Ave, Pelham, NY 10803",https://www.deciccoandsons.com/,Member Since: 2017,Processed
florists,Mrs. Bloom's License Corp. DBA Crayola Flowers,(203) 376-2780,"175 Clearbrook Road Suite 153, Elmsford, NY 10523",https://www.crayolaflowers.com/,Member Since: 2024,Processed
florists,Surroundings By MLM,(914) 552-9231,"12 Lake Avenue, Bedford, NY 10506",https://www.surroundingsbymlm.com/,Member Since: 2025,Processed
florists,The Flower Bar,,"11 Addison Street, Larchmont, NY 10538",https://www.the-flower-bar.com/,Member Since: 2018,Processed
food-&-beverage,Ben & Jerry's - Mount Kisco,,"639 E Main Street, Mount Kisco, NY 10549",https://www.benjerry.com/mtkisco,Member Since: 2019,Processed
food-&-beverage,IHOP,,,,Member Since: 2024,Processed
food-&-beverage,"Krasdale Foods, Inc.",,"65 West Red Oak Lane, White Plains, NY 10604",https://www.krasdalefoods.com/,Member Since: 2008,Processed
food-&-beverage,Ladle of Love,,"18 Palmer Avenue, Bronxville, NY 10708",https://www.ladleoflove.com/,Member Since: 2021,Processed
food-&-beverage,"Louis V. Gerstner, Jr. Center for Learning - IBM",,"20 Old Post Road, Armonk, NY 10504",https://www.louisvgerstnerjrcenterforlearning.com/,Member Since: 2023,Processed
food-&-beverage,"PepsiCo, Inc.",(914) 253-2000,"700 Anderson Hill Road, Purchase, NY 10577",https://www.pepsico.com/,Member Since: 1976,Processed
food-&-beverage,"Walter's Hot Dogs, Inc.",,"937 Palmer Avenue, Mamaroneck, NY 10543",https://waltershotdogs.com/,Member Since: 2016,Processed
food-&-beverage,"Ahava Food Networks, Inc.",,"1940 Palmer Avenue #1034, Larchmont, NY 10538",https://www.chefariela.com/,Member Since: 2024,Processed
food-&-beverage,Honey Baked Ham of White Plains,,"57 N Central Ave, Hartsdale, NY 10530",https://www.honeybaked.com/stores/2710,Member Since: 2018,Processed
food-&-beverage,Ice Cream Emergency Westchester,,"201 Montross Rd, Yorktown Heights, NY 10598",https://www.icecreamemergency.com/,Member Since: 2022,Processed
food-&-beverage,Penny Lick Ice Cream Company,,"580 Warburton Avenue, Hastings on Hudson, NY 10706",https://www.pennylickicecream.com/,Member Since: 2019,Processed
food-banks-pantries,Feeding Westchester,(914) 923-1100,"200 Clearbrook Road, Elmsford, NY 10523",https://www.feedingwestchester.org/,Member Since: 2001,Processed
food-banks-pantries,The Pantry,(914) 610-3776,"P.O. Box 834/300 Main Street, Mount Kisco, NY 10549",https://www.thepantryny.org/,Member Since: 2024,Processed
food-products,Danone North America,,"1 Maple Avenue, White Plains, NY 10605",https://www.danonenorthamerica.com/,Member Since: 2024,Processed
food-products,Greyston,,"20 South Broadway 12th Floor, Yonkers, NY 10701",https://www.greyston.org/,Member Since: 2014,Processed
food-products,"Krasdale Foods, Inc.",,"65 West Red Oak Lane, White Plains, NY 10604",https://www.krasdalefoods.com/,Member Since: 2008,Processed
food-products,Mad Donuts,,"218 Ashford Avenue, Dobbs Ferry, NY 10522",https://www.maddonutshop.com/,Member Since: 2025,Processed
food-products,Mike's Hard Lemonade Co.,(571) 445-3662,,https://www.mikeshardlemonade.com/,Member Since: 2011,Processed
food-products,"Pop-A-Licious LLC, DBA Bri Marie Gourmet Popcorn",(845) 499-7522,"543 Western Highway Suite 2, Blauvelt, NY 10913",https://www.brimariepopcorn.com/,Member Since: 2024,Processed
food-products,Posh Pretzels,,"7 North Broadway, Tarrytown, NY 10591",https://www.poshpretzels.com/,Member Since: 2022,Processed
food-products,THE DESSERTIST,(914) 862-4016,,https://www.thedessertist.com/,Member Since: 2024,Processed
food-products,"Walter's Hot Dogs, Inc.",,"937 Palmer Avenue, Mamaroneck, NY 10543",https://waltershotdogs.com/,Member Since: 2016,Processed
food-products,Honey Baked Ham of White Plains,,"57 N Central Ave, Hartsdale, NY 10530",https://www.honeybaked.com/stores/2710,Member Since: 2018,Processed
food-products,Ice Cream Emergency Westchester,,"201 Montross Rd, Yorktown Heights, NY 10598",https://www.icecreamemergency.com/,Member Since: 2022,Processed
food-products,Penny Lick Ice Cream Company,,"580 Warburton Avenue, Hastings on Hudson, NY 10706",https://www.pennylickicecream.com/,Member Since: 2019,Processed
food-services,The Taco Project,,"829 Midland Avenue, Yonkers, NY 10704",https://www.thetacoproject.com/,Member Since: 2021,Processed
food-services,The Taco Project,,"18 Main Street, Tarrytown, NY 10591",https://www.thetacoproject.com/,Member Since: 2021,Processed
food-services,The Taco Project,,"65 Pondfield Road, Bronxville, NY 10708",https://www.thetacoproject.com/,Member Since: 2021,Processed
food-services,The Taco Project,,"465 Bedford Road, Pleasantville, NY 10570",https://www.thetacoproject.com/,Member Since: 2021,Processed
food-services,"The Wonder Group, Inc.",,"150 Greenwich Street 57th Floor, New York, NY 10006",https://www.wonder.com/,Member Since: 2023,Processed
food-services,"Walter's Hot Dogs, Inc.",,"937 Palmer Avenue, Mamaroneck, NY 10543",https://waltershotdogs.com/,Member Since: 2016,Processed
food-services,Wenesco Restaurants,,,,Member Since: 2025,Processed
food-services,Zaro's Family Bakery,,"525 Executive Blvd. STE 160, Elmsford, NY 10523",https://www.zaro.com/,Member Since: 2023,Processed
food-services,Honey Baked Ham of White Plains,,"57 N Central Ave, Hartsdale, NY 10530",https://www.honeybaked.com/stores/2710,Member Since: 2018,Processed
fuel-oil,Approved Oil Company,,"6717 Fourth Avenue, Brooklyn, NY 11220",https://www.approvedoil.com/,Member Since: 2023,Processed
funeral-homes,Riverside Memorial Chapel,(917) 912-5853,"179 Central Parkway, Mount Vernon, NY 10552",https://www.riversidememorialmountvernon.com/,Member Since: 2011,Processed
funeral-homes,"Beecher Flooks Funeral Home, Inc.",,"418 Bedford Road, Pleasantville, NY 10570",https://www.beecherflooksfh.com/,Member Since: 2013,Processed
furniture,AlianzaDuffy,,"74 North Broadway 2nd floor, Nyack, NY 10960",https://www.alianzacorp.com/,Member Since: 2016,Processed
furniture,Waldner's Business Environments,(914) 921-8500,"411 Theodore Fremd Avenue Suite 220N, Rye, NY 10580",https://www.waldners.com/,Member Since: 2004,Processed
gas-stations-convenience-stores,Chestnut Market,(845) 256-0162,"536 Main Street , New Paltz, NY 12561",https://www.chestnutmarket.com/,Member Since: 2024,Processed
gas-stations-convenience-stores,Fuelco/Foodsmart,(914) 208-6558,"1156 Rt 35, South Salem, NY 10590",https://www.fuelco.com/,Member Since: 2024,Processed
general-contracting-&-contractors,Andron Construction Corp.,,"21 Anderson Lane, Goldens Bridge, NY 10526",https://www.androncc.com/,Member Since: 2017,Processed
general-contracting-&-contractors,Consigli Construction,(845) 635-1800,"199 West Road Suite 100, Pleasant Valley, NY 12569",https://www.consigli.com/ny,Member Since: 2011,Processed
general-contracting-&-contractors,Contemporary Homes,(914) 760-4175,"49 Clinton Road , Bedford Hills, NY 10507",https://www.contemorary-homes.com/,Member Since: 2025,Processed
general-contracting-&-contractors,"Dawkins Development Group, Inc.",,"206 Ferris avenue, White Plains, NY 10603",https://www.dawkinsdevelopmentgroup.com/,Member Since: 2024,Processed
general-contracting-&-contractors,DeSimone Builders LLC,(646) 337-2296,"10 Times Square 20th FL, New York, NY 10018",https://www.desimonebuilders.com/,Member Since: 2025,Processed
general-contracting-&-contractors,"E.J. York, Inc.",,"4419 Third Avenue Suite 4A, Bronx, NY 10457",https://www.ejyork.com/,Member Since: 2021,Processed
general-contracting-&-contractors,Edgewood Contracting Corp.,,"26 S. Regent Street, Port Chester, NY 10573",https://www.edgewoodcontractingcorp.com/,Member Since: 2025,Processed
general-contracting-&-contractors,"Geothermal Works, Inc.",(914) 960-1424,,https://www.geothermalworks.com/,Member Since: 2024,Processed
general-contracting-&-contractors,Hudson Meridian Construction Group,,"1133 Westchester Avenue Suite S-219, White Plains , NY 10604",https://www.hudsonmeridian.com/,Member Since: 2023,Processed
general-contracting-&-contractors,IQ Contracting & Associates Inc,,"95 Croton Ave, Ossining, NY 10562",https://iq-contracting.com/,Member Since: 2025,Processed
